,DRIVER_ID,AGE,NUMBER_OF_TRIPS,SAFETY_SCORE,REWARD_POINTS,TOTAL_MILES_DONE,MILES_IN_URBAN,MILES_IN_NIGHT,MILES DONE IN RURAL,ACCELERATION,BRAKING,CORNERING,SPEEDING,SEATBELT,DISTRACTION,NUMBER_OF_TICKETS_RECEIVED
335,1535,35,271,84,301,576053,628417,405927,1854735,20,17,54,56,64,1,9
336,1536,39,53,66,7789,439358,417850,880264,1721325,56,46,60,50,71,37,22
337,1537,48,764,64,2742,707460,542716,661407,2054827,15,59,12,70,70,60,7
338,1538,50,617,60,6231,395542,901727,769961,2441069,23,54,26,23,71,5,17
339,1539,41,24,49,1094,814754,314666,177331,1122989,13,16,31,63,34,53,20
340,1540,45,94,46,4865,675081,336904,670421,1539488,69,28,27,14,65,48,12
341,1541,22,497,45,2666,374069,773334,378539,1635884,38,31,40,56,18,19,17
342,1542,22,217,84,5092,820386,64455,20236,641350,5,71,47,58,8,55,10
343,1543,19,509,49,8592,273563,802163,276750,1398448,64,46,41,25,5,21,15
344,1544,53,366,78,3745,382351,484965,932936,1795283,33,15,63,49,34,58,0
345,1545,36,281,88,6699,111646,215602,225616,429110,3,45,23,66,47,54,7
346,1546,54,526,94,8343,454871,438801,84658,905034,4,65,48,3,66,49,18
347,1547,21,343,47,5053,621889,720512,244437,1327898,63,4,31,19,33,31,3
348,1548,26,735,54,8627,424988,292292,634572,1237911,31,46,44,68,49,46,1
349,1549,34,187,59,2692,261468,210485,372940,605509,68,2,35,23,3,1,6
350,1550,44,279,49,5243,454853,686357,856945,2134115,50,35,31,11,24,7,19
351,1551,42,484,91,5817,391586,542644,908833,2154832,33,69,6,26,3,38,12
352,1552,54,647,59,619,254705,311425,367589,1041141,4,24,15,60,38,11,5
353,1553,40,606,77,1156,795074,664128,361222,1915890,63,45,71,59,67,26,4
354,1554,43,669,57,5481,602495,256249,402203,1331393,35,66,60,24,63,56,12
355,1555,22,307,47,5336,554382,449194,497261,1452928,30,8,34,28,25,9,9
356,1556,42,948,49,6977,628326,451662,516183,1354133,45,13,17,0,47,63,12
357,1557,53,307,45,2859,518767,544071,461100,1583744,17,7,7,7,49,68,3
358,1558,43,780,47,645,308406,651377,431564,1135626,49,35,49,29,46,39,20
359,1559,30,968,78,7700,506108,219875,525472,1094624,45,59,49,42,33,73,14
360,1560,53,478,78,3249,567047,284016,338800,1281567,45,35,46,2,22,10,6
361,1561,35,269,45,2155,521104,322408,130443,916287,64,20,57,55,15,7,13
362,1562,50,841,47,6260,825430,757361,390821,2108543,15,49,26,2,53,35,14
363,1563,29,814,65,5410,665058,706201,576317,2312953,11,48,47,43,48,33,0
364,1564,31,655,62,5351,610404,379560,248135,1097891,27,54,20,3,33,50,10
365,1565,53,697,50,8157,844426,572253,526034,2133212,60,56,20,24,10,37,15
366,1566,51,898,87,4991,254682,318891,564832,989483,22,55,6,16,24,1,16
367,1567,41,228,54,1965,109431,424257,605559,1191938,21,43,50,13,11,69,11
368,1568,44,503,84,3734,14459,426718,456045,537578,45,66,61,48,29,55,17
369,1569,42,385,87,9798,496783,693802,565635,1887877,26,60,32,41,37,48,20
370,1570,39,59,57,7731,339971,479819,320004,1185285,68,37,56,60,40,47,14
371,1571,46,542,84,5251,496631,492122,346591,1435357,40,67,44,69,52,36,9
372,1572,53,619,53,5444,863466,789483,506998,2354796,71,73,14,44,7,65,9
373,1573,39,378,51,886,411956,177421,550792,1254335,30,49,10,31,6,21,3
374,1574,29,927,53,7371,118545,211021,350230,564477,73,21,70,60,28,18,8
375,1575,40,471,94,81,758752,769814,377035,1930778,51,14,47,26,17,50,16
376,1576,30,576,61,8166,778080,582066,431760,1892605,59,1,30,18,42,16,14
377,1577,18,898,95,2229,752525,590911,845738,2548119,35,49,9,66,47,10,5
378,1578,41,416,85,7078,150146,364172,479584,969894,41,20,31,66,20,57,5
379,1579,35,717,95,899,670596,456020,455442,1825544,58,54,59,12,20,26,4
380,1580,43,457,94,8537,526611,497745,690840,1794319,16,0,18,51,45,61,13
381,1581,24,227,64,413,383017,614820,651965,1761176,7,32,68,27,30,33,13
382,1582,26,882,58,5649,698177,582429,350811,1551677,51,50,41,35,4,2,5
383,1583,51,415,66,7017,645584,473211,639217,1922934,71,4,54,55,42,33,17
384,1584,31,683,65,6730,700520,405287,366581,1341726,18,21,13,46,62,49,10
385,1585,48,773,73,2691,221647,827154,585710,1641132,19,19,35,11,32,44,7
386,1586,34,263,56,9338,192169,254111,846911,1340802,70,37,34,30,51,9,17
387,1587,21,446,60,9228,506321,281411,516213,1073864,42,71,21,41,69,21,17
388,1588,36,388,69,7807,702186,649080,526427,1575014,72,27,7,13,49,15,19
389,1589,49,92,47,8809,551555,267846,128033,704012,70,10,46,15,19,62,20
390,1590,31,943,59,5568,338788,763352,109023,937692,64,8,48,30,6,3,22
391,1591,49,211,64,4126,664194,472573,590628,1617235,37,16,32,15,55,53,2
392,1592,32,832,91,5278,667375,251310,569229,1193576,18,33,9,65,4,14,16
393,1593,21,179,46,4531,921250,364827,460229,1678893,24,15,28,6,46,22,11
394,1594,44,100,85,3236,538503,358169,314036,1164324,57,5,71,74,56,23,16
395,1595,25,332,51,6504,56156,37001,393578,224801,25,66,72,63,60,69,21
396,1596,36,610,93,4150,724007,505717,638318,2071745,64,55,27,31,52,58,1
397,1597,38,575,78,1179,331867,627287,469792,1088203,29,12,20,63,62,55,24
398,1598,28,587,45,3076,375275,265344,303369,977736,28,26,32,58,54,72,7
399,1599,22,941,48,6521,736720,334875,172012,1414018,1,63,14,36,67,55,23
400,1600,52,707,75,1460,523129,362567,684446,1642193,42,33,21,67,50,42,6
401,1601,38,148,56,5937,543158,56185,399267,815137,41,30,65,39,16,21,6
402,1602,54,146,83,6734,398134,218952,107962,435934,16,71,72,8,49,24,22
403,1603,24,266,82,7966,265370,309333,393906,977187,32,36,50,54,74,5,2
404,1604,33,754,68,1914,570381,459202,186975,1405815,32,7,24,0,38,26,16
405,1605,37,822,57,3456,439294,795006,455630,1562142,71,19,22,41,70,14,14
406,1606,40,552,46,5152,699041,529688,383857,1642912,54,59,16,40,67,63,5
407,1607,52,672,71,7379,476448,630357,478989,1546790,33,52,37,16,27,25,13
408,1608,37,992,60,3219,654169,488069,494392,1720359,27,36,44,54,53,42,11
409,1609,46,683,52,7041,530700,985542,868348,2594376,53,17,34,24,50,35,18
410,1610,46,908,85,7843,589236,678715,855892,2182588,22,12,3,4,15,57,18
411,1611,21,267,53,9798,777308,438481,315877,1665280,15,16,7,40,7,8,15
412,1612,25,185,72,7970,182984,760795,371213,1612384,7,44,64,58,52,17,14
413,1613,46,222,54,7771,556001,351603,589675,1244731,24,31,19,1,48,59,7
414,1614,46,572,60,9090,453585,609584,213770,1481858,45,1,12,16,73,19,7
415,1615,27,478,59,1020,549529,509788,409589,1547763,46,45,70,39,26,47,9
416,1616,42,345,51,3045,595743,572144,209560,1263045,9,7,34,46,66,31,20
417,1617,50,785,46,3350,579235,588825,912358,2065263,37,12,11,59,69,56,23
418,1618,23,382,93,5719,792599,981945,570660,2584640,64,22,38,23,21,9,6
419,1619,24,243,76,448,628296,252013,356237,1322710,16,64,49,28,35,56,2
420,1620,28,890,92,8823,502094,159268,553681,1158080,6,62,23,6,61,10,10
421,1621,47,389,53,4151,353943,435348,439728,1533062,66,65,10,51,36,13,17
422,1622,29,251,85,9982,287248,404407,401187,978236,1,39,0,12,74,30,14
423,1623,52,602,68,5545,513269,677454,365886,1615413,54,17,30,3,50,2,6
424,1624,18,111,79,7228,108114,490437,119728,441053,43,28,22,36,3,41,19
425,1625,45,746,71,1672,411849,554567,866437,1932978,20,44,56,20,68,30,5
426,1626,26,591,51,1517,519101,104523,519299,1110209,7,66,36,14,35,65,22
427,1627,31,734,76,7990,689377,754848,617239,2140338,28,34,13,55,71,46,3
428,1628,43,573,79,8290,493852,493264,595714,1887382,62,30,21,33,74,72,1
429,1629,44,201,76,1139,643112,609369,585267,1894229,13,1,65,27,2,67,9
430,1630,36,987,84,8697,664460,713771,434083,1800128,64,55,30,58,44,29,7
431,1631,25,81,67,9718,536078,684394,406315,1809400,70,35,62,33,46,3,17
432,1632,42,689,60,4452,325490,331979,652778,1358787,58,73,27,18,65,68,20
433,1633,51,198,87,4060,228665,459782,579326,1330514,64,45,49,26,31,42,20
434,1634,31,574,91,68,315791,330250,703048,1319431,19,46,71,14,49,1,2
435,1635,30,839,72,4318,564974,439387,288596,1117436,18,53,49,37,34,9,19
436,1636,53,936,80,7750,626945,586855,764938,2081844,19,55,38,5,71,28,4
437,1637,44,371,88,252,631281,623333,530257,1719596,17,20,38,5,68,6,24
438,1638,33,562,84,3195,891763,876025,314440,2372338,52,45,34,66,28,25,4
439,1639,27,38,56,6894,801075,140168,727703,1619599,27,67,47,29,26,23,24
440,1640,22,263,57,9196,214435,262286,55185,387903,18,11,13,10,38,18,14
441,1641,35,655,86,6799,287899,379193,609907,1336492,24,27,74,40,31,57,22
442,1642,19,516,93,1455,605833,32702,548447,1202075,22,53,5,17,64,46,23
443,1643,34,263,47,553,332251,293883,707261,1109125,5,72,39,40,18,72,14
444,1644,51,92,95,9097,572082,137287,239514,853434,6,61,14,44,16,27,2
445,1645,29,776,93,2730,579962,263594,755636,1707715,44,74,52,11,70,44,21
446,1646,22,255,69,3022,738012,398401,395171,1583381,26,28,73,63,3,33,15
447,1647,20,683,95,8925,6742,647731,949048,1313495,73,56,66,63,45,60,11
448,1648,20,850,60,8158,515506,506645,508338,1332643,31,56,0,58,7,6,3
449,1649,45,849,50,2678,598405,564521,335561,1640020,61,33,66,44,52,71,8
450,1650,52,202,91,9033,335029,475435,807231,1600132,61,17,4,51,4,30,19
451,1651,42,323,57,9077,587242,71859,416858,1111305,51,41,46,15,28,46,0
452,1652,38,619,80,8028,374807,964761,705626,2181215,14,37,4,29,71,65,7
453,1653,42,325,70,8069,207532,63484,604804,797538,27,73,9,12,54,27,21
454,1654,29,877,48,274,224609,495024,753999,1348962,54,55,49,14,43,53,22
455,1655,43,705,84,5143,265396,671311,982464,2095233,18,4,57,51,25,65,11
456,1656,37,563,97,8030,244825,589061,531658,1448744,12,36,64,54,72,68,21
457,1657,33,70,71,351,915666,565741,635591,2243757,70,38,34,24,1,12,2
458,1658,24,404,67,6381,821967,510079,796884,2055317,61,14,15,32,3,50,21
459,1659,34,23,49,178,447313,561609,306777,1048958,14,60,49,31,29,10,8
460,1660,19,144,54,4013,44384,630602,512557,1059699,11,49,55,21,29,7,3
461,1661,44,402,74,6477,499774,346993,444716,1313620,30,72,62,31,31,67,17
462,1662,50,220,66,3652,597413,523918,439676,1666955,2,42,6,16,73,17,18
463,1663,43,368,63,2261,371541,512000,513753,1688130,5,50,3,12,50,40,18
464,1664,35,400,52,7512,511066,581916,270186,1262517,51,19,12,5,4,4,19
465,1665,39,566,87,1601,721743,182698,270005,994431,69,72,43,40,1,42,13
466,1666,21,127,78,397,450760,489342,470845,1394931,0,47,42,30,52,40,0
467,1667,22,444,48,9488,150545,744265,404045,1301268,7,35,6,69,74,72,5
468,1668,25,571,92,5667,394627,841100,253423,1565721,62,19,62,26,33,39,22
469,1669,19,547,77,9238,591320,247183,529907,1132013,56,57,7,25,2,53,12
470,1670,33,187,61,1146,420718,827180,413292,1725467,16,46,28,9,43,4,24
471,1671,38,170,59,5463,681325,333005,501240,1410517,36,49,28,44,68,38,5
472,1672,31,702,80,4295,308891,664356,287625,1175461,57,4,68,12,11,43,9
473,1673,53,407,98,5711,420917,687018,370628,1761439,1,41,7,31,25,11,21
474,1674,46,211,55,5598,514543,361111,480635,1236069,62,47,65,57,38,62,16
475,1675,32,500,53,1518,335587,572417,136324,1089581,38,54,57,58,0,26,2
476,1676,48,667,56,5194,201539,153596,459317,556666,58,33,16,40,65,45,8
477,1677,54,641,69,2846,812135,637702,502799,1937130,9,1,18,7,64,16,9
478,1678,45,212,66,7757,973867,392719,837113,2532347,74,14,20,51,48,1,2
479,1679,33,481,82,1787,645045,320123,523704,1454145,45,66,25,46,11,68,8
480,1680,27,151,63,9543,390638,283714,333740,1134931,17,26,66,58,37,51,3
481,1681,51,717,68,7885,801390,625681,421334,1922569,24,2,57,60,44,27,23
482,1682,52,461,64,5345,778111,508602,775748,1918287,32,58,28,16,49,49,11
483,1683,34,663,64,7223,409756,718643,314722,1384636,15,64,32,68,43,48,19
484,1684,30,465,76,3839,345233,444637,815140,1556921,26,63,29,53,68,61,8
485,1685,35,773,83,1664,597112,615013,340655,1652650,29,25,72,56,71,0,12
486,1686,37,874,46,5756,466431,863936,394536,1764807,16,12,7,7,14,49,17
487,1687,29,687,72,7334,674675,351029,733130,1984238,41,31,28,57,2,61,4
488,1688,23,685,57,1088,470854,644842,677059,1769952,33,17,42,38,10,40,16
489,1689,26,863,47,9532,411039,678589,174014,1106223,12,17,43,40,35,19,11
490,1690,34,753,74,7700,409595,273049,348929,1094817,18,54,2,63,27,60,20
491,1691,25,701,50,6546,552357,442470,376477,1434022,11,13,39,33,56,31,6
492,1692,48,451,53,3464,518084,621994,608416,2169350,70,58,20,43,48,21,14
493,1693,40,426,58,6310,441356,650425,550366,1399254,55,48,18,24,37,57,17
494,1694,49,175,77,7799,842891,399296,542646,1734955,35,56,67,64,71,51,3
495,1695,53,302,92,2657,449117,27326,122922,298841,43,59,38,2,26,5,24
496,1696,42,63,85,5301,77490,739589,212227,725744,0,6,46,55,69,12,19
497,1697,50,425,57,5287,712861,430533,87776,1342693,56,20,41,18,58,40,6
498,1698,51,563,96,8942,9839,496635,627401,940480,13,47,70,9,45,67,6
499,1699,18,176,78,6993,689848,766511,433483,1709869,63,58,53,31,69,59,17
500,1700,29,466,74,3799,120217,618354,398680,1086955,28,61,44,12,16,73,24
501,1701,44,919,91,6472,839803,20339,164533,790126,37,61,68,25,15,15,9
502,1702,51,962,98,2253,293291,612717,855113,1933707,12,14,4,32,73,67,3
503,1703,47,636,86,8570,817404,426221,276901,1700984,51,20,1,32,59,35,10
504,1704,47,261,57,81,709433,725367,542754,1954543,9,47,31,57,59,29,7
505,1705,49,300,57,5645,837005,461450,538965,1959586,65,32,69,40,67,12,24
506,1706,29,654,69,6874,482754,661045,184282,1332577,23,30,34,60,3,18,1
507,1707,48,924,53,4642,598502,916908,557132,2109681,54,20,4,41,65,29,16
508,1708,28,549,92,7114,240874,392966,902462,1529212,62,39,32,55,65,42,20
509,1709,18,755,62,2495,480035,147397,594777,1026341,44,15,10,50,47,14,18
510,1710,19,417,97,8009,595349,907489,400216,1897823,44,47,35,42,61,33,2
511,1711,33,525,53,1884,815874,422432,640413,2030863,3,23,64,8,48,31,22
512,1712,33,890,65,3057,701432,730895,636839,2125750,48,43,17,39,73,47,9
513,1713,35,91,68,6107,626711,711796,408074,1697228,11,54,9,57,74,50,3
514,1714,44,166,63,3107,775819,684774,348492,2182685,34,16,38,50,70,51,16
515,1715,45,402,46,4408,505061,492801,535884,1464111,73,11,16,69,56,51,18
516,1716,53,308,88,8819,364774,377297,131324,552269,54,49,60,65,32,58,18
517,1717,38,315,75,1831,112548,628129,256490,1041137,65,71,40,24,59,54,13
518,1718,45,114,52,1445,242309,419538,688184,1250265,46,22,37,1,38,7,6
519,1719,25,528,46,3761,207448,382088,953396,1710366,45,10,36,31,14,42,16
520,1720,45,64,68,7479,331901,338267,188323,765112,11,56,15,45,14,59,1
521,1721,48,794,69,7250,263906,399796,596805,1271048,13,49,22,19,58,50,17
522,1722,43,29,83,2140,700346,624272,496158,1769463,48,51,15,70,68,70,14
523,1723,38,757,60,6147,359479,646259,287218,1192040,57,25,55,33,70,42,19
524,1724,29,431,54,1529,414523,544228,333911,1277365,43,25,14,23,20,2,9
525,1725,26,637,57,8981,565781,776056,275849,1517406,43,61,44,43,14,6,15
526,1726,29,726,51,2877,523522,707985,489365,1862938,45,46,59,35,7,42,21
527,1727,47,780,48,1518,452843,474955,523306,1297973,69,13,50,0,66,63,14
528,1728,45,263,96,3941,261667,633934,755700,1738167,67,44,16,36,11,23,17
529,1729,45,975,54,4278,53163,508986,699786,1252952,14,27,16,40,73,63,13
530,1730,33,183,89,2210,555406,487821,605023,1570402,6,34,1,14,61,58,20
531,1731,46,539,65,4612,106833,415212,850125,1290678,2,2,43,52,49,45,11
532,1732,45,234,72,3316,309581,628019,709315,1720019,0,52,11,65,31,59,12
533,1733,21,148,50,2283,445784,59689,487193,1035384,14,25,20,16,10,56,16
534,1734,20,427,86,2199,713776,158059,521199,1298974,31,27,55,20,30,11,22
535,1735,27,55,59,2866,133404,628801,167355,866295,53,2,50,50,5,30,23
536,1736,38,851,48,4280,884314,603856,328483,1922979,44,45,51,28,16,22,3
537,1737,34,762,57,8468,636388,330276,417663,1347277,39,43,20,12,9,32,10
538,1738,42,713,60,9339,288469,382836,76443,308229,52,12,25,60,21,71,8
539,1739,51,109,71,5108,652476,638943,698786,2026906,16,53,0,2,67,70,19
540,1740,25,481,58,7115,604615,434674,537221,1744480,45,6,43,44,41,66,21
541,1741,29,708,94,4543,596950,258461,366298,1177121,6,61,55,22,34,41,14
542,1742,43,488,46,2892,668774,858177,285640,1876705,28,27,64,31,7,50,3
543,1743,41,672,59,8788,390215,577770,492923,1360932,47,11,0,2,46,36,13
544,1744,28,398,90,1980,600599,655792,131673,1393838,13,49,36,45,52,14,16
545,1745,50,615,85,1902,299416,527664,936641,1944948,49,42,62,17,56,70,3
546,1746,21,177,87,8152,288140,465702,191758,1043599,25,29,20,19,27,30,6
547,1747,21,595,73,123,502020,791594,583545,2032890,37,14,55,52,54,3,9
548,1748,48,634,78,8500,152440,737062,131647,964827,25,49,19,8,59,55,5
549,1749,43,372,53,199,915252,497255,434639,2097097,2,58,16,38,53,65,10
550,1750,47,870,63,8989,806751,397827,350440,1414125,46,35,44,16,64,73,12
551,1751,31,939,60,729,445433,165010,173085,450388,66,23,45,11,51,53,15
552,1752,52,859,54,3439,683076,181798,517890,1181060,72,51,30,62,20,4,1
553,1753,36,721,94,834,194626,584128,171308,781088,55,21,69,54,52,32,19
554,1754,24,386,92,457,578027,219810,138462,646322,31,56,40,47,73,12,17
555,1755,48,343,69,1087,609219,762916,642090,2052812,67,31,67,22,20,19,17
556,1756,26,70,55,7118,413511,637582,817200,1841416,53,45,26,58,20,53,10
557,1757,51,624,49,4598,634284,51585,433118,905875,2,45,31,57,6,52,10
558,1758,28,190,64,4608,426565,845931,746060,1986554,70,70,43,40,8,1,15
559,1759,53,62,77,610,78142,761986,968935,1972629,48,13,51,3,46,40,4
560,1760,35,905,93,8380,502983,449738,81359,934987,71,4,8,11,42,3,1
561,1761,24,307,48,4075,760109,501041,802826,1961850,7,70,52,55,43,8,1
562,1762,23,300,96,1177,548310,346507,399874,1326822,22,57,33,40,54,46,14
563,1763,44,927,97,6877,640200,542600,254585,1490479,52,67,2,36,48,56,1
564,1764,48,233,65,1852,736796,855760,783075,2623055,58,59,8,53,20,71,22
565,1765,46,551,46,550,651215,348013,955135,2329964,23,34,34,13,71,67,14
566,1766,46,221,67,6560,772993,397584,687002,1967240,19,68,62,11,57,14,21
567,1767,47,807,52,1797,568958,361598,417913,1344421,17,34,14,8,8,48,5
568,1768,37,368,81,7309,804750,570501,365504,1721035,8,57,40,9,73,20,4
569,1769,50,452,63,3031,375020,487062,711514,1489213,60,58,1,41,68,64,17
570,1770,21,887,71,1570,595916,491903,720617,1681865,71,6,52,26,10,24,22
571,1771,19,860,87,5893,803256,865820,23796,1547231,62,25,15,41,5,26,7
572,1772,34,712,89,5403,527665,596526,495592,1534257,17,25,9,57,74,46,7
573,1773,24,448,84,1540,346430,877360,512130,1888862,39,36,49,48,44,25,12
574,1774,38,937,65,259,971240,573388,424076,2074677,71,24,65,18,4,26,17
575,1775,42,679,86,8594,581290,322228,372971,1444786,35,63,50,39,18,54,5
576,1776,27,463,82,7369,128993,498510,324899,960707,33,69,64,47,65,32,6
577,1777,30,283,51,9076,673985,380846,170823,1192109,64,3,32,12,31,39,6
578,1778,25,415,50,5662,458781,531869,638174,1563791,51,68,62,43,21,67,18
579,1779,34,799,49,7521,451216,226762,427353,1182352,40,70,14,11,13,40,15
580,1780,43,853,46,9347,601272,890053,686764,1927051,69,45,17,40,14,14,21
581,1781,46,645,83,6747,995832,274025,840915,2277976,61,9,18,35,24,2,1
582,1782,32,270,72,6427,150082,534819,652599,1242610,12,53,68,44,6,33,15
583,1783,29,546,49,3538,369609,760509,553857,1720365,60,47,16,7,0,60,20
584,1784,34,705,87,3931,667927,886133,801361,2367439,17,22,38,56,57,17,2
585,1785,34,152,46,4369,346806,713129,316667,1416073,34,40,47,5,42,52,20
586,1786,50,33,64,8981,414539,405162,551293,1564285,0,56,51,65,69,66,2
587,1787,37,578,85,1630,497442,807385,718416,2082897,10,29,43,55,49,51,18
588,1788,41,976,70,5475,541322,82992,581970,1005198,50,41,60,47,40,54,9
589,1789,51,640,91,2028,877726,261864,569461,2086122,25,22,23,32,66,60,6
590,1790,28,600,81,3478,668288,723271,411842,1933278,72,20,71,42,4,6,13
591,1791,31,577,58,2240,665789,338510,433360,1361154,22,16,68,53,72,33,1
592,1792,29,890,72,3554,385131,403694,198038,900587,71,60,50,55,5,62,3
593,1793,31,94,92,9099,955441,377951,223938,1692083,57,4,60,59,52,15,16
594,1794,52,989,45,3882,71822,267818,455649,587471,42,56,25,31,51,52,3
595,1795,33,396,50,8626,516178,120376,382710,929449,45,55,7,67,51,40,10
596,1796,36,245,50,8218,752097,511388,607464,1868391,58,70,50,29,68,8,2
597,1797,43,964,85,702,899158,552214,351871,1875715,59,42,42,66,51,34,13
598,1798,20,598,53,4163,401592,296754,423267,1127112,49,63,64,46,18,14,5
599,1799,36,839,69,583,718640,115359,548371,1234177,57,59,30,72,62,39,12
600,1800,50,561,48,6733,471836,78966,220811,643553,30,54,24,12,31,58,18
601,1801,23,808,73,8920,674560,390903,686261,1920921,47,23,13,67,34,59,24
602,1802,30,513,57,6064,389850,779643,708102,2102827,69,15,14,20,6,69,14
603,1803,45,439,85,721,737049,449666,645204,1841812,73,72,31,19,65,40,6
604,1804,32,586,57,2640,584114,511599,203742,1281248,59,13,49,39,55,71,6
605,1805,46,954,91,3038,658172,641971,495789,1944836,12,16,27,38,17,1,8
606,1806,36,120,81,7469,435677,113762,201410,516890,35,67,46,49,62,64,15
607,1807,19,458,66,4832,518439,711040,589184,1652531,19,43,54,15,12,31,12
608,1808,52,29,85,3164,407220,332692,539015,944779,16,34,29,30,3,16,20
609,1809,54,683,65,9524,131445,508029,490583,991038,48,65,43,59,25,36,22
610,1810,43,152,49,4832,186621,428991,591867,1106589,48,19,63,23,72,68,7
611,1811,29,831,55,4564,814854,752823,690383,2278446,56,37,15,19,24,23,9
612,1812,40,409,94,2430,665928,484247,310116,1551393,30,16,29,67,15,61,1
613,1813,42,915,66,7461,352418,593607,319364,1006756,4,35,69,67,12,0,0
614,1814,19,215,50,5703,671047,280063,663125,1794734,28,46,50,29,34,57,3
615,1815,21,941,63,6623,127015,553601,428797,964024,21,72,65,35,5,49,24
616,1816,41,987,70,3243,537040,731287,790745,2282115,48,66,60,51,63,17,9
617,1817,51,55,81,8592,372498,264093,62531,543444,44,9,21,18,30,30,21
618,1818,49,760,92,69,456782,971887,698218,2404410,19,21,53,37,66,44,24
619,1819,24,503,93,8187,380020,660598,297639,1387404,57,18,34,5,44,6,19
620,1820,49,849,93,6312,317612,331892,650971,1634945,60,52,45,43,34,49,8
621,1821,46,299,74,7433,549663,438592,351095,1425103,32,9,39,37,34,1,20
622,1822,54,146,48,6785,601546,150661,114425,760370,40,7,13,39,39,69,13
623,1823,37,393,94,6946,487310,771701,957128,2302389,4,45,15,32,74,1,4
624,1824,25,761,50,938,265795,849002,573399,1707501,66,6,15,31,29,19,17
625,1825,45,389,52,4517,660546,690075,474137,2091506,13,35,34,41,59,16,5
626,1826,30,788,70,541,456473,137793,279142,970690,29,38,33,69,2,33,14
627,1827,28,279,58,3661,669895,518154,552848,1640478,10,21,46,23,14,5,9
628,1828,33,195,88,1592,525735,726117,672570,2149716,7,27,42,40,71,50,17
629,1829,35,350,79,6048,72412,602992,320046,992563,15,12,24,21,58,32,15
630,1830,47,329,81,2203,413890,691958,119175,1284639,50,43,55,18,38,19,22
631,1831,22,857,48,4793,553224,776243,290629,1537562,24,38,69,13,32,8,8
632,1832,25,123,96,5653,681229,218003,612063,1507987,15,72,21,5,41,37,7
633,1833,51,309,75,240,835031,516439,372380,1855277,73,51,50,39,26,13,8
634,1834,47,478,45,1641,921237,353047,735244,2245340,44,13,42,1,14,37,3
635,1835,36,482,96,7801,579818,397184,520324,1422873,17,26,59,70,63,9,20
636,1836,28,172,96,6163,294519,287524,464409,901962,13,49,11,60,69,48,18
637,1837,49,842,78,1461,665768,944914,490700,2285183,33,19,54,73,18,11,20
638,1838,34,502,60,4878,315638,553790,354655,1210912,67,50,69,63,52,19,9
639,1839,29,758,81,7309,757852,506839,520183,1939683,57,29,52,60,48,36,17
640,1840,52,971,83,3454,704201,818605,616804,2243293,65,69,55,6,74,14,10
641,1841,40,199,46,7922,440872,578730,538215,1343070,20,33,55,29,11,7,20
642,1842,48,490,57,2861,171892,472230,794513,1435301,23,27,23,34,17,23,3
643,1843,39,540,55,860,970251,480164,292992,1909023,70,74,14,57,30,10,3
644,1844,40,116,63,2967,203744,243671,358194,825092,20,16,25,42,37,28,11
645,1845,42,827,91,1954,587887,415295,571448,1430338,40,16,12,34,11,66,23
646,1846,34,407,48,5841,487001,607933,585669,1852783,64,35,65,57,56,34,20
647,1847,22,326,94,4870,446737,115481,494657,1009606,47,4,23,16,7,72,13
648,1848,37,198,61,2177,568805,466353,505636,1448807,63,59,5,66,46,19,9
649,1849,36,437,51,6306,575313,248911,508181,1320045,4,51,18,22,72,71,10
650,1850,32,274,93,348,397932,554555,510806,1546924,48,56,25,41,34,33,9
651,1851,51,352,46,2052,495057,508955,308414,1288959,57,54,16,30,46,61,15
652,1852,53,565,46,1672,450669,623522,649564,1878570,47,33,5,1,68,71,1
653,1853,33,640,97,9628,426314,747455,462134,1639203,52,65,9,14,66,10,21
654,1854,30,768,69,1804,502590,463019,482727,1641141,23,40,35,25,8,20,18
655,1855,37,310,55,8252,568922,280294,829022,1735271,45,64,62,71,38,43,21
656,1856,35,879,80,2669,762896,110020,262657,966211,42,44,6,62,22,58,11
657,1857,52,522,75,3357,469019,294530,859875,1669119,69,38,37,25,17,23,15
658,1858,36,701,64,7808,242192,110589,484157,598376,45,0,32,63,33,7,4
659,1859,22,770,74,3812,852815,647091,114542,1600996,4,62,30,3,45,26,23
660,1860,49,39,71,5959,575145,869048,288423,1699083,29,1,63,4,51,25,15
661,1861,20,946,82,8167,770962,437208,527419,1735318,15,59,70,22,7,30,8
662,1862,37,185,73,2774,570641,814200,636372,1793912,11,33,35,39,69,42,12
663,1863,29,561,64,744,575255,246738,480492,1340024,47,48,37,31,9,18,5
664,1864,20,811,94,1555,54225,340281,401784,850880,4,69,65,31,7,65,3
665,1865,45,602,71,5027,702464,311723,351599,1365290,4,72,39,29,31,47,5
666,1866,47,818,97,7842,552479,712547,949494,2190074,64,29,31,18,55,45,20
667,1867,49,891,66,1831,568046,437069,402276,1214296,65,40,71,21,31,35,15
668,1868,45,293,54,4034,567282,258678,386684,1223287,14,73,19,48,61,66,11
669,1869,42,113,88,9391,698292,643777,260239,1448229,68,26,18,73,51,62,23
670,1870,39,778,62,1420,680202,708889,359081,1834180,6,4,10,48,65,44,5
671,1871,50,219,66,4670,419954,643887,310214,1339170,26,65,53,0,37,23,12
672,1872,43,348,76,1866,976724,317513,287182,1985306,40,34,39,11,73,21,1
673,1873,29,747,56,9577,567812,259944,523074,1424381,65,33,35,68,11,68,14
